GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A024QZ62	hCG_1998851	involved_in	GO:0045661	regulation of myoblast differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q60634|ensembl:ENSMUSP00000072136	9606	Ensembl		P
UniProtKB	A0A024QZ86	TBX2	involved_in	GO:0060045	positive regulation of cardiac muscle cell proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q60707|ensembl:ENSMUSP00000000095	9606	Ensembl		P
UniProtKB	A0A024QZ86	TBX2	involved_in	GO:1902808	positive regulation of cell cycle G1/S phase transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q60707|ensembl:ENSMUSP00000000095	9606	Ensembl		P
UniProtKB	A0A024QZ87	MGC34647	involved_in	GO:0008284	positive regulation of cell population proliferation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR020415	9606	InterPro		P
UniProtKB	A0A024QZ87	MGC34647	involved_in	GO:0048714	positive regulation of oligodendrocyte differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8R1R4|ensembl:ENSMUSP00000076120	9606	Ensembl		P
UniProtKB	A0A024QZB8	CLN3	involved_in	GO:0043066	negative regulation of apoptotic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61124|ensembl:ENSMUSP00000081636	9606	Ensembl		P
UniProtKB	A0A024QZB8	CLN3	involved_in	GO:0043524	negative regulation of neuron apoptotic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61124|ensembl:ENSMUSP00000081636	9606	Ensembl		P
UniProtKB	A0A024QZC4	P8	involved_in	GO:0043065	positive regulation of apoptotic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9WTK0|ensembl:ENSMUSP00000032961	9606	Ensembl		P
UniProtKB	A0A024QZC4	P8	involved_in	GO:0045786	negative regulation of cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9WTK0|ensembl:ENSMUSP00000032961	9606	Ensembl		P
UniProtKB	A0A024QZC4	P8	involved_in	GO:0048147	negative regulation of fibroblast proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9WTK0|ensembl:ENSMUSP00000032961	9606	Ensembl		P
UniProtKB	A0A024QZC4	P8	involved_in	GO:0050680	negative regulation of epithelial cell proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9WTK0|ensembl:ENSMUSP00000032961	9606	Ensembl		P
UniProtKB	A0A024QZC4	P8	involved_in	GO:1904036	negative regulation of epithelial cell apoptotic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9WTK0|ensembl:ENSMUSP00000032961	9606	Ensembl		P
UniProtKB	A0A024QZC4	P8	involved_in	GO:1904691	negative regulation of type B pancreatic cell proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9WTK0|ensembl:ENSMUSP00000032961	9606	Ensembl		P
UniProtKB	A0A024QZD2	SH2B	involved_in	GO:0045840	positive regulation of mitotic nuclear division	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q91ZM2|ensembl:ENSMUSP00000145754	9606	Ensembl		P
UniProtKB	A0A024QZD3	CARD8	involved_in	GO:0042981	regulation of apoptotic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001315	9606	InterPro		P
UniProtKB	A0A024QZE4	NTF5	involved_in	GO:0060548	negative regulation of cell death	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q80VU4|ensembl:ENSMUSP00000057916	9606	Ensembl		P
UniProtKB	A0A024QZF1	hCG_19665	involved_in	GO:0008285	negative regulation of cell population proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q63850|ensembl:ENSMUSP00000056785	9606	Ensembl		P
UniProtKB	A0A024QZG3	ATF5	involved_in	GO:0043066	negative regulation of apoptotic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O70191|ensembl:ENSMUSP00000047771	9606	Ensembl		P
UniProtKB	A0A024QZH5	SPHK2	involved_in	GO:0043065	positive regulation of apoptotic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JIA7|ensembl:ENSMUSP00000103366	9606	Ensembl		P
UniProtKB	A0A024QZH5	SPHK2	involved_in	GO:0008284	positive regulation of cell population proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JIA7|ensembl:ENSMUSP00000103366	9606	Ensembl		P
UniProtKB	A0A024QZQ1	SIRT1	involved_in	GO:0090335	regulation of brown fat cell differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q923E4|ensembl:ENSMUSP00000112595	9606	Ensembl		P
UniProtKB	A0A024QZQ1	SIRT1	involved_in	GO:0043065	positive regulation of apoptotic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q923E4|ensembl:ENSMUSP00000112595	9606	Ensembl		P
UniProtKB	A0A024QZQ1	SIRT1	involved_in	GO:1901215	negative regulation of neuron death	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q923E4|ensembl:ENSMUSP00000112595	9606	Ensembl		P
UniProtKB	A0A024QZQ1	SIRT1	involved_in	GO:1902166	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q923E4|ensembl:ENSMUSP00000112595	9606	Ensembl		P
UniProtKB	A0A024QZQ1	SIRT1	involved_in	GO:1902237	positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q923E4|ensembl:ENSMUSP00000112595	9606	Ensembl		P
UniProtKB	A0A024QZQ1	SIRT1	involved_in	GO:0045599	negative regulation of fat cell differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q923E4|ensembl:ENSMUSP00000112595	9606	Ensembl		P
UniProtKB	A0A024QZQ1	SIRT1	involved_in	GO:0051152	positive regulation of smooth muscle cell differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q923E4|ensembl:ENSMUSP00000112595	9606	Ensembl		P
UniProtKB	A0A024QZQ1	SIRT1	involved_in	GO:2000111	positive regulation of macrophage apoptotic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q923E4|ensembl:ENSMUSP00000112595	9606	Ensembl		P
UniProtKB	A0A024QZQ1	SIRT1	involved_in	GO:0034391	regulation of smooth muscle cell apoptotic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q923E4|ensembl:ENSMUSP00000112595	9606	Ensembl		P
UniProtKB	A0A024QZS4	PPIF	involved_in	GO:0042981	regulation of apoptotic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P29117|ensembl:ENSRNOP00000085863	9606	Ensembl		P
UniProtKB	A0A024QZS4	PPIF	involved_in	GO:0010939	regulation of necrotic cell death	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q99KR7|ensembl:ENSMUSP00000022419	9606	Ensembl		P
UniProtKB	A0A024QZT0	VDAC2	involved_in	GO:2001243	negative regulation of intrinsic apoptotic signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q60930|ensembl:ENSMUSP00000022293	9606	Ensembl		P
UniProtKB	A0A024QZU0	RIPK1	involved_in	GO:2001237	negative regulation of extrinsic apoptotic signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q60855|ensembl:ENSMUSP00000129831	9606	Ensembl		P
UniProtKB	A0A024QZU0	RIPK1	involved_in	GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q60855|ensembl:ENSMUSP00000129831	9606	Ensembl		P
UniProtKB	A0A024QZU0	RIPK1	involved_in	GO:2001240	negative regulation of extrinsic apoptotic signaling pathway in absence of ligand	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q60855|ensembl:ENSMUSP00000129831	9606	Ensembl		P
UniProtKB	A0A024QZU0	RIPK1	involved_in	GO:0043066	negative regulation of apoptotic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q60855|ensembl:ENSMUSP00000129831	9606	Ensembl		P
UniProtKB	A0A024QZU0	RIPK1	involved_in	GO:0010942	positive regulation of cell death	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:D3ZYL0|ensembl:ENSRNOP00000023962	9606	Ensembl		P
UniProtKB	A0A024QZU0	RIPK1	involved_in	GO:0060545	positive regulation of necroptotic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:D3ZYL0|ensembl:ENSRNOP00000023962	9606	Ensembl		P
UniProtKB	A0A024QZU0	RIPK1	involved_in	GO:0060546	negative regulation of necroptotic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q60855|ensembl:ENSMUSP00000129831	9606	Ensembl		P
UniProtKB	A0A024QZU1	EIF2AK1	involved_in	GO:0008285	negative regulation of cell population proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9Z2R9|ensembl:ENSMUSP00000098056	9606	Ensembl		P
UniProtKB	A0A024QZU6	FST	involved_in	GO:0045596	negative regulation of cell differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P47931|ensembl:ENSMUSP00000022287	9606	Ensembl		P
UniProtKB	A0A024QZV1	PLK2	involved_in	GO:0071866	negative regulation of apoptotic process in bone marrow cell	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P53351|ensembl:ENSMUSP00000022212	9606	Ensembl		P
UniProtKB	A0A024QZV1	PLK2	involved_in	GO:0043066	negative regulation of apoptotic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P53351|ensembl:ENSMUSP00000022212	9606	Ensembl		P
UniProtKB	A0A024QZY1	JTV1	involved_in	GO:1901216	positive regulation of neuron death	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q32PX2|ensembl:ENSRNOP00000001379	9606	Ensembl		P
UniProtKB	A0A024QZY1	JTV1	involved_in	GO:0008285	negative regulation of cell population proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8R010|ensembl:ENSMUSP00000031613	9606	Ensembl		P
UniProtKB	A0A024QZY7	GMNN	involved_in	GO:0045786	negative regulation of cell cycle	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029697	9606	InterPro		P
UniProtKB	A0A024QZY7	GMNN	involved_in	GO:0045786	negative regulation of cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88513|ensembl:ENSMUSP00000006898	9606	Ensembl		P
UniProtKB	A0A024R012	SIRT5	involved_in	GO:0010667	negative regulation of cardiac muscle cell apoptotic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q68FX9|ensembl:ENSRNOP00000024067	9606	Ensembl		P
UniProtKB	A0A024R036	DAB2	involved_in	GO:1900026	positive regulation of substrate adhesion-dependent cell spreading	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88797|ensembl:ENSRNOP00000043878	9606	Ensembl		P
UniProtKB	A0A024R036	DAB2	involved_in	GO:0050680	negative regulation of epithelial cell proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88797|ensembl:ENSRNOP00000043878	9606	Ensembl		P
UniProtKB	A0A024R038	BTN2A2	involved_in	GO:0045591	positive regulation of regulatory T cell differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A4QPC6|ensembl:ENSMUSP00000106063	9606	Ensembl		P
UniProtKB	A0A024R038	BTN2A2	involved_in	GO:0046007	negative regulation of activated T cell proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A4QPC6|ensembl:ENSMUSP00000106063	9606	Ensembl		P
UniProtKB	A0A024R038	BTN2A2	involved_in	GO:2000134	negative regulation of G1/S transition of mitotic cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A4QPC6|ensembl:ENSMUSP00000106063	9606	Ensembl		P
UniProtKB	A0A024R045	hCG_37731	involved_in	GO:0000077	DNA damage checkpoint signaling	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003011|InterPro:IPR003021	9606	InterPro		P
UniProtKB	A0A024R069	SKP2	involved_in	GO:0051726	regulation of cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9Z0Z3|ensembl:ENSMUSP00000094225	9606	Ensembl		P
UniProtKB	A0A024R0B1	PROK1	involved_in	GO:0008284	positive regulation of cell population proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q14A28|ensembl:ENSMUSP00000060617	9606	Ensembl		P
UniProtKB	A0A024R0H7	WDR77	involved_in	GO:0060770	negative regulation of epithelial cell proliferation involved in prostate gland development	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q99J09|ensembl:ENSMUSP00000010278	9606	Ensembl		P
UniProtKB	A0A024R0H7	WDR77	involved_in	GO:0008284	positive regulation of cell population proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q99J09|ensembl:ENSMUSP00000010278	9606	Ensembl		P
UniProtKB	A0A024R0H7	WDR77	involved_in	GO:0008285	negative regulation of cell population proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q99J09|ensembl:ENSMUSP00000010278	9606	Ensembl		P
UniProtKB	A0A024R0Q5	PPP1R13L	involved_in	GO:0045597	positive regulation of cell differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:F1LW07|ensembl:ENSRNOP00000050977	9606	Ensembl		P
UniProtKB	A0A024R0W2	MEIS3	involved_in	GO:2001234	negative regulation of apoptotic signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97368|ensembl:ENSMUSP00000002495	9606	Ensembl		P
UniProtKB	A0A024R0Y4	TADA2A	involved_in	GO:0051726	regulation of cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8CHV6|ensembl:ENSMUSP00000018795	9606	Ensembl		P
UniProtKB	A0A024R0Z5	TEGT	involved_in	GO:0043066	negative regulation of apoptotic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006213	9606	InterPro		P
UniProtKB	A0A024R0Z5	TEGT	involved_in	GO:1902236	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9D2C7|ensembl:ENSMUSP00000023749	9606	Ensembl		P
UniProtKB	A0A024R126	NR4A1	involved_in	GO:0043065	positive regulation of apoptotic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12813|ensembl:ENSMUSP00000155225	9606	Ensembl		P
UniProtKB	A0A024R126	NR4A1	involved_in	GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12813|ensembl:ENSMUSP00000155225	9606	Ensembl		P
UniProtKB	A0A024R126	NR4A1	involved_in	GO:0045786	negative regulation of cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12813|ensembl:ENSMUSP00000155225	9606	Ensembl		P
UniProtKB	A0A024R126	NR4A1	involved_in	GO:0061469	regulation of type B pancreatic cell proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P22829|ensembl:ENSRNOP00000010171	9606	Ensembl		P
UniProtKB	A0A024R127	AMIGO2	involved_in	GO:0043066	negative regulation of apoptotic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR031286	9606	InterPro		P
UniProtKB	A0A024R128	C12orf44	involved_in	GO:0008285	negative regulation of cell population proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9D8Z6|ensembl:ENSMUSP00000045474	9606	Ensembl		P
UniProtKB	A0A024R158	SMC2L1	involved_in	GO:1905820	positive regulation of chromosome separation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8CG48|ensembl:ENSMUSP00000099979	9606	Ensembl		P
UniProtKB	A0A024R163	ROD1	involved_in	GO:0045595	regulation of cell differentiation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033110	9606	InterPro		P
UniProtKB	A0A024R168	NR4A3	involved_in	GO:0061469	regulation of type B pancreatic cell proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P51179|ensembl:ENSRNOP00000008302	9606	Ensembl		P
UniProtKB	A0A024R178	ARAF	involved_in	GO:0043066	negative regulation of apoptotic process	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00027746	9606	UniProt		P
UniProtKB	A0A024R1A7	ELK1	involved_in	GO:1901216	positive regulation of neuron death	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A4GTP4|ensembl:ENSRNOP00000013522	9606	Ensembl		P
UniProtKB	A0A024R1E6	PRAME	involved_in	GO:0043066	negative regulation of apoptotic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026271	9606	InterPro		P
UniProtKB	A0A024R1E6	PRAME	involved_in	GO:0045596	negative regulation of cell differentiation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026271	9606	InterPro		P
UniProtKB	A0A024R1E6	PRAME	involved_in	GO:0008284	positive regulation of cell population proliferation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026271	9606	InterPro		P
UniProtKB	A0A024R1J8	NF2	involved_in	GO:0072091	regulation of stem cell proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P46662|ensembl:ENSMUSP00000105536	9606	Ensembl		P
UniProtKB	A0A024R1J8	NF2	involved_in	GO:0042127	regulation of cell population proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P46662|ensembl:ENSMUSP00000105536	9606	Ensembl		P
UniProtKB	A0A024R1J8	NF2	involved_in	GO:0045597	positive regulation of cell differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P46662|ensembl:ENSMUSP00000105536	9606	Ensembl		P
UniProtKB	A0A024R1J8	NF2	involved_in	GO:0050767	regulation of neurogenesis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P46662|ensembl:ENSMUSP00000105536	9606	Ensembl		P
UniProtKB	A0A024R1J8	NF2	involved_in	GO:0014013	regulation of gliogenesis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P46662|ensembl:ENSMUSP00000105536	9606	Ensembl		P
UniProtKB	A0A024R1J8	NF2	involved_in	GO:2000177	regulation of neural precursor cell proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P46662|ensembl:ENSMUSP00000105536	9606	Ensembl		P
UniProtKB	A0A024R1J8	NF2	involved_in	GO:0008285	negative regulation of cell population proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P46662|ensembl:ENSMUSP00000105536	9606	Ensembl		P
UniProtKB	A0A024R1K0	EIF4ENIF1	involved_in	GO:0045665	negative regulation of neuron differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9EST3|ensembl:ENSMUSP00000136768	9606	Ensembl		P
UniProtKB	A0A024R1K7	YWHAH	involved_in	GO:0050774	negative regulation of dendrite morphogenesis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P68510|ensembl:ENSMUSP00000019109	9606	Ensembl		P
UniProtKB	A0A024R1N6	SOX10	involved_in	GO:0043066	negative regulation of apoptotic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q04888|ensembl:ENSMUSP00000155574	9606	Ensembl		P
UniProtKB	A0A024R1N6	SOX10	involved_in	GO:0010626	negative regulation of Schwann cell proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O55170|ensembl:ENSRNOP00000015283	9606	Ensembl		P
UniProtKB	A0A024R1N6	SOX10	involved_in	GO:0014015	positive regulation of gliogenesis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q04888|ensembl:ENSMUSP00000155574	9606	Ensembl		P
UniProtKB	A0A024R1N6	SOX10	involved_in	GO:0002052	positive regulation of neuroblast proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q04888|ensembl:ENSMUSP00000155574	9606	Ensembl		P
UniProtKB	A0A024R1P2	RAC2	involved_in	GO:0042129	regulation of T cell proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q05144|ensembl:ENSMUSP00000036384	9606	Ensembl		P
UniProtKB	A0A024R1P2	RAC2	involved_in	GO:0008284	positive regulation of cell population proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q05144|ensembl:ENSMUSP00000036384	9606	Ensembl		P
UniProtKB	A0A024R1R5	PDGFB	involved_in	GO:0008284	positive regulation of cell population proliferation	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00027538	9606	UniProt		P
UniProtKB	A0A024R1S2	CDC6	involved_in	GO:0045737	positive regulation of cyclin-dependent protein serine/threonine kinase activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:D3ZRK7|ensembl:ENSRNOP00000032177	9606	Ensembl		P
UniProtKB	A0A024R1S2	CDC6	involved_in	GO:0048146	positive regulation of fibroblast proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:D3ZRK7|ensembl:ENSRNOP00000032177	9606	Ensembl		P
UniProtKB	A0A024R1V3	NBR1	involved_in	GO:0045668	negative regulation of osteoblast differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97432|ensembl:ENSMUSP00000099388	9606	Ensembl		P
UniProtKB	A0A024R1V6	PCGF2	involved_in	GO:2001234	negative regulation of apoptotic signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P23798|ensembl:ENSMUSP00000137517	9606	Ensembl		P
UniProtKB	A0A024R1W6	ORMDL3	involved_in	GO:0002903	negative regulation of B cell apoptotic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9CPZ6|ensembl:ENSMUSP00000053056	9606	Ensembl		P
UniProtKB	A0A024R1X5	BECN1	involved_in	GO:0032465	regulation of cytokinesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR032913	9606	InterPro		P
UniProtKB	A0A024R1X5	BECN1	involved_in	GO:2001244	positive regulation of intrinsic apoptotic signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q91XJ1|ensembl:ENSRNOP00000071966	9606	Ensembl		P
UniProtKB	A0A024R1X5	BECN1	involved_in	GO:0043066	negative regulation of apoptotic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88597|ensembl:ENSMUSP00000119369	9606	Ensembl		P
UniProtKB	A0A024R1X5	BECN1	involved_in	GO:0043066	negative regulation of apoptotic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q91XJ1|ensembl:ENSRNOP00000071966	9606	Ensembl		P
UniProtKB	A0A024R1X5	BECN1	involved_in	GO:0060548	negative regulation of cell death	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q91XJ1|ensembl:ENSRNOP00000071966	9606	Ensembl		P
UniProtKB	A0A024R1X5	BECN1	involved_in	GO:0008285	negative regulation of cell population proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88597|ensembl:ENSMUSP00000119369	9606	Ensembl		P
UniProtKB	A0A024R1Z1	CDC34	involved_in	GO:0043525	positive regulation of neuron apoptotic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:D4A453|ensembl:ENSRNOP00000074000	9606	Ensembl		P
UniProtKB	A0A024R1Z2	RAMP2	involved_in	GO:2001214	positive regulation of vasculogenesis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9WUP0|ensembl:ENSMUSP00000122072	9606	Ensembl		P
UniProtKB	A0A024R1Z2	RAMP2	involved_in	GO:2000352	negative regulation of endothelial cell apoptotic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9WUP0|ensembl:ENSMUSP00000122072	9606	Ensembl		P
UniProtKB	A0A024R230	NTRK2	involved_in	GO:2000811	negative regulation of anoikis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P15209|ensembl:ENSMUSP00000078757	9606	Ensembl		P
UniProtKB	A0A024R244	SYK	involved_in	GO:0045579	positive regulation of B cell differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P48025|ensembl:ENSMUSP00000113852	9606	Ensembl		P
UniProtKB	A0A024R244	SYK	involved_in	GO:0045588	positive regulation of gamma-delta T cell differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P48025|ensembl:ENSMUSP00000113852	9606	Ensembl		P
UniProtKB	A0A024R244	SYK	involved_in	GO:0046638	positive regulation of alpha-beta T cell differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P48025|ensembl:ENSMUSP00000113852	9606	Ensembl		P
UniProtKB	A0A024R244	SYK	involved_in	GO:0046641	positive regulation of alpha-beta T cell proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P48025|ensembl:ENSMUSP00000113852	9606	Ensembl		P
UniProtKB	A0A024R254	MAGED1	involved_in	GO:0042981	regulation of apoptotic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR030083	9606	InterPro		P
UniProtKB	A0A024R274	SMAD4	involved_in	GO:0042127	regulation of cell population proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97471|ensembl:ENSMUSP00000025393	9606	Ensembl		P
